nid,title,regist_dt,relm,creat_yr,category,region,isbn,relte_area,writer,doc_prdctn_dt,cpyrht,job_se,url
6410163,"서울지역 설사환자에서 분리된 메티실린 내성 황색포도알균의 분자생물학적 특성",20151022002613,정책연구자료,2014,건강,서울시전체,1229-3660,보건환경연구원,"김영은 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410163
6410164,"서울지역 다중이용시설에서 분리한 레지오넬라균의 분자역학적 조사(2012-2014)",20151022002612,정책연구자료,2014,건강,서울시전체,1229-3660,보건환경연구원,"전수진 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410164
6410165,"친수활동을 위한 청계천 수질조사 및 집중강우 후 하수유입에 의한 영향",20151022002611,정책연구자료,2014,환경,서울시전체,1229-3660,보건환경연구원,"윤태호 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410165
6410166,"서울지역 토양 중 우라늄238 농도의 분포 연구",20151022002542,정책연구자료,2014,환경,서울시전체,1229-3660,보건환경연구원,"오달영 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410166
6410167,"도심하천인 안양천의 강우로 인한 수질변동 특성 및 영향",20151022002543,정책연구자료,2014,환경,서울시전체,1229-3660,보건환경연구원,"조현석 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410167
6410168,"서울시 약수터 평가 및 건강지도 작성",20151022002610,정책연구자료,2014,환경,서울시전체,1229-3660,보건환경연구원,"최예덕 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410168
6410169,"서울시 지하수에서 염소계 유기용제(PCE, TCE)와 이들의 분해로 생성된 유해물질의 오염특성 연구",20151022002609,정책연구자료,2014,환경,서울시전체,1229-3660,보건환경연구원,"이제승 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410169
6410170,"독성지표생물(물벼룩)을 이용한 강우시 하수 수질변화 연구",20151022002608,정책연구자료,2014,환경,서울시전체,1229-3660,보건환경연구원,"김창모 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410170
6410171,"난지도 매립지 침출수의 장기수질 변동특성",20151022002607,정책연구자료,2014,환경,서울시전체,1229-3660,보건환경연구원,"이호찬 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410171
6410172,"서울 주요 자전거 도로의 대기질 농도 특성",20151022002606,정책연구자료,2014,환경,서울시전체,1229-3660,보건환경연구원,"김진아 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410172
6410173,"기상요소의 영향을 고려한 서울시 주요 대기오염물질 농도의 장기 추세 특성연구(NOx, O3, PM10)",20151022002605,정책연구자료,2014,환경,서울시전체,1229-3660,보건환경연구원,"임윤석 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410173
6410174,"서울시 소재 다중이용시설의 실내공기질 특성",20151022002604,정책연구자료,2014,환경,서울시전체,1229-3660,보건환경연구원,"김현수 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410174
6410175,"서울시내 주요 업종별 악취발생 특성과 악취기여도 평가",20151022002603,정책연구자료,2014,환경,서울시전체,1229-3660,보건환경연구원,"김영두 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410175
6410176,"시중 유통?사용 중인 화장품의 미생물 안전성 조사",20151022002602,정책연구자료,2014,건강,서울시전체,1229-3660,보건환경연구원,"박애숙 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410176
6410177,"시중 판매 마스크의 품질조사 - 미세먼지 차단 효과를 중심으로 -",20151022002601,정책연구자료,2014,건강,서울시전체,1229-3660,보건환경연구원,"정희정 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410177
6410178,"생약제제 중 벤조피렌 실태조사",20151022002600,정책연구자료,2014,건강,서울시전체,1229-3660,보건환경연구원,"김유경 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410178
6410179,"서울지역 서식 야생조류 분변 내 대장균과 장구균의 분포 및 항생제 감수성 조사",20151022002559,정책연구자료,2014,건강,서울시전체,1229-3660,보건환경연구원,"김혜라 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410179
6410180,"서울지역 유통 식육가공품에서의 아질산이온 함량 조사(2012～2014)",20151022002558,정책연구자료,2014,건강,서울시전체,1229-3660,보건환경연구원,"김연주 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410180
6410181,"서울지역 유통식육에서 분리한 황색포도상구균의 항생제 내성",20151022002557,정책연구자료,2014,건강,서울시전체,1229-3660,보건환경연구원,"김주영 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410181
6410182,"MS 마커를 이용한 유통 한우육의 진위 판별",20151022002556,정책연구자료,2014,건강,서울시전체,1229-3660,보건환경연구원,"박연재 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410182
6410183,"다종농약다성분 분석법을 이용한 농산물 중 Tebuconazole 분석",20151022002555,정책연구자료,2014,건강,서울시전체,1229-3660,보건환경연구원,"김윤희 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410183
6410184,"서울지역 유통 수입과일의 잔류농약 실태조사(2012년-2014년)",20151022002548,정책연구자료,2014,건강,서울시전체,1229-3660,보건환경연구원,"이정숙 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410184
6410185,"수산물 중 동물용 의약품에 대한 잔류실태조사",20151022002547,정책연구자료,2014,건강,서울시전체,1229-3660,보건환경연구원,"최희진 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410185
6410186,"강남지역 유통농산물 중 내분비계 장애 추정농약의 잔류실태(2013)",20151022002546,정책연구자료,2014,건강,서울시전체,1229-3660,보건환경연구원,"김지혜 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410186
6410187,"생활용품 중 보존제 함유량 모니터링",20151022002545,정책연구자료,2014,건강,서울시전체,1229-3660,보건환경연구원,"박주성 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410187
6410188,"유전자분석을 이용한 시중유통 식육가공품의 사용원료 실태조사",20151022002544,정책연구자료,2014,건강,서울시전체,1229-3660,보건환경연구원,"박소현 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410188
6410189,"음료 섭취변화에 따른 기능성 음료와 커피의 당 함량 실태 조사",20151022002549,정책연구자료,2014,건강,서울시전체,1229-3660,보건환경연구원,"김나영 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410189
6410190,"물수건 중 중금속 및 미생물 오염도 분포특성",20151022002550,정책연구자료,2014,건강,서울시전체,1229-3660,보건환경연구원,"김창규 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410190
6410191,"캠핑용 조리기구에서 용출되는 유해금속 검사",20151022002551,정책연구자료,2014,건강,서울시전체,1229-3660,보건환경연구원,"김미선 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410191
6410192,"어린이 기호식품의 중금속 함량 및 안전성 평가",20151022002552,정책연구자료,2014,건강,서울시전체,1229-3660,보건환경연구원,"최부철 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410192
6410193,"광자극발광 및 열발광 분석에 의한 방사선조사처리 식품 유통실태 조사",20151022002553,정책연구자료,2014,건강,서울시전체,1229-3660,보건환경연구원,"윤은선 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410193
6410194,"유통 음료(飮料)에 대한 카페인 함량 조사",20151022002554,정책연구자료,2014,건강,서울시전체,1229-3660,보건환경연구원,"김시정 등",20150925,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410194
6410195,"서울지역 유통 식육 중의 벤지미다졸계 구충제 잔류량 조사",20151022002517,정책연구자료,2013,건강,서울시전체,1229-3660,보건환경연구원,"김미란 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410195
6410196,"한우확인시험 결과의 분석",20151022002518,정책연구자료,2013,건강,서울시전체,1229-3660,보건환경연구원,"손장원 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410196
6410197,"청계천 친수활동 가능구간 관리를 위한 미생물학적 수질 평가",20151022002519,정책연구자료,2013,환경,서울시전체,1229-3660,보건환경연구원,"윤태호 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410197
6410198,"서울시 간선도로변 토양 중 중금속 및 TPH 분포 연구",20151022002520,정책연구자료,2013,환경,서울시전체,1229-3660,보건환경연구원,"하광태 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410198
6410199,"시계열모형을 이용한 한강 하류(행주)의 단기 수질변동 예측",20151022002521,정책연구자료,2013,환경,서울시전체,1229-3660,보건환경연구원,"최낙경 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410199
6410200,"서울시 오염우려시설 관정의 토지이용 유형에 따른 지하수 수질특성 연구",20151022002522,정책연구자료,2013,환경,서울시전체,1229-3660,보건환경연구원,"이제승 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410200
6410201,"연속흐름방식에 의한 총인?총질소 자동분석법 비교평가",20151022002523,정책연구자료,2013,환경,서울시전체,1229-3660,보건환경연구원,"서민정 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410201
6410202,"시계열 분석을 이용한 난지도 매립지 침출수 수질예측",20151022002524,정책연구자료,2013,환경,서울시전체,1229-3660,보건환경연구원,"이호찬 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410202
6410203,"저소음 포장도로의 도로교통소음 특성 연구",20151022002525,정책연구자료,2013,환경,서울시전체,1229-3660,보건환경연구원,"임성철 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410203
6410204,"서울지역 다중이용시설 실내 공기 중 석면 및 섬유상 먼지에 관한 연구",20151022002526,정책연구자료,2013,환경,서울시전체,1229-3660,보건환경연구원,"김지희 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410204
6410205,"운행차 배출가스 중 가스상 물질 및 매연 배출 현황 조사",20151022002535,정책연구자료,2013,환경,서울시전체,1229-3660,보건환경연구원,"조수석 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410205
6410206,"남태령 지하철역 라돈농도 조사 및 저감방안 연구",20151022002534,정책연구자료,2013,환경,서울시전체,1229-3660,보건환경연구원,"전명진 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410206
6410207,"물재생센터의 부지경계 및 시설별 악취발생 특성",20151022002533,정책연구자료,2013,환경,서울시전체,1229-3660,보건환경연구원,"차영섭 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410207
6410208,"서울지역 대기 CO2 중 탄소동위원소 조성",20151022002532,정책연구자료,2013,환경,서울시전체,1229-3660,보건환경연구원,"김익수 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410208
6410209,"PCM과 TEM을 이용한 서울지역 생활환경 주변 공기 중 석면분포 특성에 관한 연구(2013)",20151022002531,정책연구자료,2013,환경,서울시전체,1229-3660,보건환경연구원,"김진아 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410209
6410210,"대기환경 중 지역특성에 따른 나노입자 발생 및 거동 연구",20151022002530,정책연구자료,2013,환경,서울시전체,1229-3660,보건환경연구원,"김익수 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410210
6410211,"유통 한약재의 잔류농약 분포 추이(2008~2012)",20151022002529,정책연구자료,2013,건강,서울시전체,1229-3660,보건환경연구원,"최영희 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410211
6410212,"서울지역 유통 한약재 중 농약의 잔류 실태 조사(2013)",20151022002528,정책연구자료,2013,건강,서울시전체,1229-3660,보건환경연구원,"이정숙 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410212
6410213,"진통소염제의 광학이성질체 분석",20151022002527,정책연구자료,2013,건강,서울시전체,1229-3660,보건환경연구원,"이명숙 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410213
6410214,"생약제제 중 아플라톡신 오염도 조사",20151022002539,정책연구자료,2013,건강,서울시전체,1229-3660,보건환경연구원,"한은정 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410214
6410215,"서울지역 재래시장 및 대형할인점 유통 젓갈류의 미생물 오염도 조사",20151022002538,정책연구자료,2013,건강,서울시전체,1229-3660,보건환경연구원,"육동현 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410215
6410216,"과채류에서 Tetraconazole분석에 대한 다성분동시분석법과 단성분분석법의 비교",20151022002537,정책연구자료,2013,건강,서울시전체,1229-3660,보건환경연구원,"이재인 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410216
6410217,"Headspace GC-MSD를 이용한 목욕용 제품 중 1,4-디옥산 분석",20151022002540,정책연구자료,2013,건강,서울시전체,1229-3660,보건환경연구원,"홍미선 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410217
6410218,"LC-MS/MS를 이용한 캔과 병제품의 Bisphenol A 정량 및 위해성평가",20151022002541,정책연구자료,2013,건강,서울시전체,1229-3660,보건환경연구원,"최부철 등",20150406,"CC BY-NC-ND",I,https://opengov.seoul.go.kr/research/6410218
